Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Industry Groups,Number of Employees,Funding Status,Founders,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Company Type,Hub Tags,Actively Hiring,Investor Type,Investment Stage,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Number of Portfolio Organizations,School Type,School Program,Number of Enrollments,School Method,Number of Alumni,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,CB Rank (Organization),Similar Companies,Contact Job Departments,Total Products Active,Stage
BELITONG INFO,https://www.crunchbase.com/organization/belitong-info,"Information Technology, Internet, Media and Entertainment, News","Pangkalpinang, Kepulauan Bangka Belitung, Indonesia","Belitung Info is a Belitung media portal that provides the latest news, the newest news, and other updated news.","239,759","Content and Publishing, Information Technology, Internet Services, Media and Entertainment",1-10,Seed,Sec Analysts,2022-03-11,day,,,,,https://belitonginfo.com/,https://twitter.com/belitunginfocom,https://facebook.com/belitonginfo,https://www.linkedin.com/in/belitong-info/,supports@belitonginfo.com,,"Belitung Info is a Belitung media portal that provides the latest news, the newest news, and other updated news.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",33413,,Active,For Profit,,,,,,,,,,,,,,,,2023-01-01,1000.0,USD,1000.0,Seed,1000.0,USD,1000.0,Seed,1000.0,USD,1000.0,1000.0,USD,1000.0,1.0,,,,,,Private,,,,,,,,,,,,,"252,996",12.0,,,
Meratus Group,https://www.crunchbase.com/organization/meratus-group,"Logistics, Shipping, Transportation","Surabaya, Jawa Timur, Indonesia",Meratus is a Leading Integrated Maritime and Logistics Operator in Indonesia,"240,575",Transportation,5001-10000,,,1957-01-01,year,,,,,https://www.meratus.com,,,https://www.linkedin.com/company/meratusgroup/,corporate.communication@meratus.com,+62 312-931-000,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",60177,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"253,878",11.0,"Engineering, Finance, Information Technology, Management, Operations, Pro Services, Sales, Support",,
Oto,https://www.crunchbase.com/organization/carbay-indonesia,"Automotive, E-Commerce","Jakarta, Jakarta Raya, Indonesia",CarBay is now Oto.com in Indonesia. Oto.com is Indonesia's new cars research platform.,"240,706","Commerce and Shopping, Transportation",501-1000,,"Amit Jain, Anurag Jain",1991-01-01,year,,,,,https://www.oto.com,https://twitter.com/TheOfficialOto,https://www.facebook.com/TheOfficialOto/,https://www.linkedin.com/company/oto.com/,support@oto.com,514-457-3690,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$50M to $100M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"254,026",5.0,"Marketing, Operations",14.0,
Momofin,https://www.crunchbase.com/organization/momofin,"Document Management, Information Technology, IT Infrastructure, SaaS, Software","Jakarta, Jakarta Raya, Indonesia",Redefining Trust in Documents,"241,209","Information Technology, Software",11-50,Seed,"Darell Hoei, Pranowo Sukantyoso Putro, Rorian Pratyaksa, Saga Iqranegara, Yoga Pratama",2022-01-01,year,,,,,https://momofin.com/,,,https://www.linkedin.com/company/momofin/,yoga@momofin.com,+6285163119407,"Momofin is revolutionizing trust in digital document processing by pioneering cutting-edge authentication solutions for documents and certificates. Our platform ensures unmatched security, integrity, and fraud prevention, empowering businesses to trust every transaction with confidence. By integrating advanced verification and forensic-grade analysis, Momofin enhances operational efficiency while safeguarding the authenticity of digital documents. Whether for financial services, legal institutions, or enterprise security, our solutions provide tamper-proof protection and seamless compliance, redefining trust in digital documentation. At Momofin, every document signed, sealed, and verified moves us toward a more secure, transparent, and trustworthy digital future.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12950,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2024-02-23,,,,Pre-Seed,,,,Pre-Seed,,,,,,,4.0,"Iterative, Startup Studio Indonesia, BPSB Investment Group, Firlie Ganinduto, Rorian Pratyaksa",3.0,5.0,,,Private,,,,,,,,,,,,,"254,571",8.0,,,
Badan Nasional Sertifikasi Profesi (BNSP),https://www.crunchbase.com/organization/badan-nasional-sertifikasi-profesi-bnsp,"Consulting, Government, Professional Services","Jakarta, Jakarta Raya, Indonesia",BNSP is an independent institution that carries out work competency certification for the workforce.,"241,258","Government and Military, Other, Professional Services",251-500,,,2011-01-01,year,,,,,https://bnsp.go.id,,,https://www.linkedin.com/company/bnsp-ri,admin@bnsp.go.id,021-7992685,BNSP is an independent institution that carries out work competency certification for the workforce.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12780,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"254,622",8.0,,,
Midtrans,https://www.crunchbase.com/organization/veritrans,"E-Commerce, FinTech, Payments, Risk Management","Jakarta, Jakarta Raya, Indonesia",Midtrans empowers eCommerce through technology.,"241,292","Commerce and Shopping, Financial Services, Payments, Professional Services",51-100,M&A,Ryu Kawano Suliawan,2011-10-01,month,2017-12-15,day,,,https://midtrans.com/,https://twitter.com/Midtrans_com,https://www.facebook.com/Midtranscom/,https://www.linkedin.com/company/midtrans,support@midtrans.com,+62215736789,"Midtrans, previously Veritrans, was established in 2012 with a mission to provide online businesses in Indonesia with a payment infrastructure that is safe, reliable, and fraud-free. Working with reputable banking institutions and payment channels in Indonesia, we support online businesses by facilitating transactions and enabling their growth via our chat commerce service. Our clients include Matahari Mall, Tokopedia, Bukalapak, Cottonink, Bro.do, Garuda Indonesia, Pegipegi, JD.id, and many others. To learn more about us, visit www.midtrans.com.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",10220,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was Acquired,Private,,,,,,,,,,,,,"254,660",4.0,"Engineering, Finance, Management, Operations, Sales",30.0,
Yukjual,https://www.crunchbase.com/organization/yukjual,"Agriculture, E-Commerce, Marketplace","Bandar Lampung, Lampung, Indonesia",#1 Community-Marketplace in Indonesia,"241,731","Agriculture and Farming, Commerce and Shopping",1-10,Seed,Muhammad Tri Sutrisno,2018-06-25,day,,,,,https://yukjual.com/,,https://www.facebook.com/yukjualofficial/,https://www.linkedin.com/company/yukjual,adm.yukjual@gmail.com,+6285769967249,"Yukjual.com is a platform which is as marketplace of nine kinds of needs such as rice, eggs, fish, chicken, meat, with the primary objective of producing food and other crops by growing crops or keeping animals by people for food and raw materials, and others. Yukjual.com connects between sellers and to their customers that close to their location anywhere they are in Indonesia. Yukjual.com will also provide community portal and knowledge base portal for farmers, businessman, and for anyone who has interest in agriculture topic.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",35148,,Active,For Profit,,,,,,,,,,,,,,,,2018-06-25,100000000.0,IDR,7101.0,Pre-Seed,100000000.0,IDR,7101.0,Pre-Seed,100000000.0,IDR,7101.0,100000000.0,IDR,7101.0,1.0,,,,,,Private,,,,,,,,,,,,,"255,128",8.0,,,
Summit Healthcare,https://www.crunchbase.com/organization/summit-healthcare,"Education, Fitness, Health Care, Medical","Tangerang, Jawa Barat, Indonesia",Summit Healthcare is a medical training and simulation company.,"242,039","Education, Health Care, Sports",11-50,Seed,Novita Ciputra,1999-01-01,year,,,,,http://www.summithealthcare.co.id/,https://twitter.com/summit_hc,https://www.facebook.com/summithealthcareindonesia/,https://www.linkedin.com/company/summit-medical-indonesia-/,info@summithealthcare.co.id,+6221 3003 0545,Summit Healthcare is a medical training and simulation company dedicated to the advancement of healthcare professionals and continuing health education.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",15144,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,2015-12-31,,,,Seed,,,,Seed,,,,,,,1.0,"Sovereign’s Capital, Maloekoe Ventures",2.0,2.0,,,Private,,,,,,,,,,,,,"255,462",19.0,,,
juragancemilan,https://www.crunchbase.com/organization/juragancemilan,"E-Commerce, Food and Beverage, Marketing, Marketplace","Bogor, Jawa Barat, Indonesia","e commerce, marketplace, portal jual beli UMKM","242,062","Commerce and Shopping, Food and Beverage, Sales and Marketing",11-50,M&A,Adam Malik,2020-01-11,day,2021-10-11,day,,,https://juragancemilan.com,,https://web.facebook.com/juragancemilan.id,,elangsentosafood@gmail.com,6281227240010,Juragancemilan.com ini dibuat oleh PT ESP Sragen yang didirikan 40 orang alumni Sekolah Bisnis Sragen (SBS) yang lulus 11 Januari 2020 lalu. Mereka merupakan para pengusaha milenial yang bergerak di bidang usaha mikro kecil dan menengah (UMKM). Kepala Dinas Koperasi dan UMKM Sragen Untung Sugihartono mengapresiasi lahirnya PT ESP Sragen dengan produk pertama berupa marketplace juragancemilan.com tersebut. Ia juga menyampaikan rasa bangganya dengan kreativitas para generasi Millennial yang berani terjun ke dunia bisnis UMKM. Sejauh ini jumlah pengusaha yang sudah terdaftar di dinasnya mencapai 68.000 pengusaha.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2020-01-11,250000000.0,IDR,18172.0,Pre-Seed,250000000.0,IDR,18172.0,Pre-Seed,250000000.0,IDR,18172.0,250000000.0,IDR,18172.0,1.0,Adam Malik,,1.0,,Was Acquired,Private,,,,,,,,,,,,,"255,487",7.0,,,
Indosat Ooredoo,https://www.crunchbase.com/organization/indosat-ooredoo,"Information Technology, Internet, Telecommunications","Jakarta, Jakarta Raya, Indonesia",The leading digital telecommunications company in Indonesia that provides access and connectivity to every person and business.,"242,135","Hardware, Information Technology, Internet Services",11-50,,,2003-01-01,year,,,,,http://www.indosatooredoo.com,https://twitter.com/im3ooredoo,https://www.facebook.com/IM3Ooredoo,,cs@indosatooredoo.com,+6221 5438 8888,"Indosat Ooredoo Business Indosat is a business unit of Ooredoo (IDX: ISAT), a member of Ooredoo Group, which focus on providing ICT and digital solutions to corporations and businesses in Indonesia. Committed to making business simple, Indosat Ooredoo Business wants to make it easier for customers to operate and grow their business through digital ICT solutions and IT-based telecom infrastructure such as connectivity (connectivity), mobility (mobility), IT Services, M2M, Satellite and other managed services solutions. At the end of the fourth quarter of 2015, Indosat Ooredoo supports more than 2,500 enterprise-scale companies, recorded an increase of 4010 link link connectivity and increased bandwidth of 196 Gb and achieve revenue growth in the featured category by double digits in the same period the previous year. To provide service quality standards, Indosat Ooredoo Business has obtained ISO 9001, ISO 27001, Carrier Ethernet 2.0, and more and has been recognized as the Best Datacomm provider of the year 2015 from Frost and Sullivan.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Made Acquisitions,Private,,,,,,,,,,,,,"255,562",9.0,"Human Resources, Information Technology, Operations, Product, Sales",21.0,
Captivate,https://www.crunchbase.com/organization/captivate-3458,"Advertising, Brand Marketing, Web Development","Jakarta, Jakarta Raya, Indonesia","Captivate is an information technology company that offers branding, package design, and website development services.","242,211","Advertising, Sales and Marketing, Software",1-10,,,2013-01-01,year,,,,,https://www.captivatebrand.com/,,,https://www.linkedin.com/company/captivate-brand/,hello@captivatebrand.com,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",11460,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"255,642",11.0,"Engineering, Human Resources, Management",,
Tentor,https://www.crunchbase.com/organization/tentor,"E-Learning, Primary Education, Secondary Education","Bandung, Jawa Barat, Indonesia",Tentor is a primary education institution located in Bandung.,"242,922","Education, Software",101-250,,,2018-01-01,day,,,,,http://tentor.co.id/,,,https://www.linkedin.com/company/tentor/,,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"256,401",7.0,,,
sekolah.mu,https://www.crunchbase.com/organization/sekolah-mu,"E-Learning, Primary Education, Secondary Education, Tutoring","Dki Jakarta, Jakarta Raya, Indonesia",Sekolah.mu is the school with a blended learning system in Indonesia.,"243,056","Education, Software",501-1000,Early Stage Venture,Marko Rasuandi,2019-01-01,year,,,,,https://www.sekolah.mu,https://twitter.com/sekolahmu,,https://www.linkedin.com/company/sekolahmu,suaramu@sekolahmu.co.id,0813-8811-1756,Sekolah.mu is the school with a blended learning system in Indonesia.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12560,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,2022-02-02,,,,Non-equity Assistance,,,,Series A,,,,,,,3.0,"MDI Ventures, Endeavor Indonesia, Init 6, Tinc",,4.0,,,Private,,,,,,,,,,,,,"256,546",10.0,,,
Musi,https://www.crunchbase.com/organization/musi,Music,"Jakarta, Jakarta Raya, Indonesia",Musi is an app for iPhone that allows you to stream any YouTube or SoundCloud song for free.,"243,285","Media and Entertainment, Music and Audio",1-10,,Aaron Wojnowski,2015-01-01,year,,,,,http://feelthemusi.com,https://twitter.com/feelthemusi,,https://www.linkedin.com/company/musi-inc-,support@feelthemusi.com,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12240,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"256,793",5.0,"Management, Operations, Sales",,
Versinema,https://www.crunchbase.com/organization/versinema,"Content, Content Creators, Music, Video","Denpasar, Bali, Indonesia",Versinema.com allows creators to sell access to their video contents directly to audiences,"243,343","Media and Entertainment, Music and Audio, Video",11-50,Seed,"Ammar Kanz, Mahardika Primo, Rio Darmawan",2020-12-01,day,,,,none,http://www.versinema.com,,https://www.facebook.com/versinema,https://www.linkedin.com/company/versinema,,,Versinema allows creators to sell access to their video contents. Versinema is built by many community of creators,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Closed,For Profit,,,,,,,,,,,,,,,,2021-04-01,50000.0,USD,50000.0,Angel,50000.0,USD,50000.0,Angel,50000.0,USD,50000.0,50000.0,USD,50000.0,1.0,,,,1.0,Made Acquisitions,Private,,,,,,,,,,,,,"256,852",6.0,,,
UniPin,https://www.crunchbase.com/organization/unipin,"Gaming, Payments","Tangerang, Jawa Barat, Indonesia",UniPin is a payment service provider (PSP) specializing in online games and digital products.,"243,421","Financial Services, Gaming, Payments",101-250,,Ashadi Ang,2011-07-19,day,,,,,https://www.unipin.com/,,https://www.facebook.com/VoucherUniPin,,cs.id@unipin.com,6285959593535,UniPin is a payment service provider (PSP) specializing in online games and digital products.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",15147,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"256,939",11.0,Marketing,11.0,
Tutormu,https://www.crunchbase.com/organization/tutormu,"Education, Information Technology","Tangerang, Jawa Barat, Indonesia",We provide access to #education through technology,"243,690","Education, Information Technology",11-50,Seed,,2020-01-01,day,,,,,https://tutormu.com/,,https://www.facebook.com/tutormucom,https://www.linkedin.com/company/tutormu/mycompany/?viewAsMember=true,contact@tutormu.com,0895-3330-04005,"Tutormu (tutormu.com) is an Edu-tech startup from Indonesia founded to help people improve their skills with online courses that can be enrolled anytime and anywhere. In addition, your Tutor also provides Private Mentoring, Bootcamp, Workshop/Webinars, and Company Training. Tutormu has provided various online courses with professional instructors in their fields, including User Experience Design, User Experience Research, User Experience Writing, Programming, and many more. Our mission is to grow together through technology and help people discover more new knowledge in the world, especially in the UI and UX industry. As well as helping people to pursue dream careers together. Why should you choose your Tutor? 1. Professional choice tutor 2. The material presented is light 3. Your skills will be more recognized We also have the SekolahUX.com platform (brought to you by Tutormu). A place to discuss, ask questions, update information, to job opportunities in the field of UI and UX. Discover more new knowledge. Learn anywhere and anytime!","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",15345,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2020-01-01,10000.0,USD,10000.0,Pre-Seed,10000.0,USD,10000.0,Pre-Seed,10000.0,USD,10000.0,10000.0,USD,10000.0,1.0,,,,,,Private,,,,,,,,,,,,,"257,218",10.0,,,
IDN Times,https://www.crunchbase.com/organization/idn-times,"Media and Entertainment, News, Social","Surabaya, Jawa Timur, Indonesia",IDN Times is a multi-platform news and entertainment media company for Millennials and Gen Z in Indonesia.,"244,024","Community and Lifestyle, Content and Publishing, Media and Entertainment",501-1000,Seed,"William Utomo, Winston Utomo",2014-06-08,day,,,,,https://www.idntimes.com,https://twitter.com/IDNtimes,https://www.facebook.com/pg/IDNTimesCommunity,https://www.linkedin.com/company/indonesian-times,hi@idntimes.com,+62 31 731 8228,"IDN Times is a multi-platform news and entertainment media company for Millennials and Gen Z in Indonesia. They have their own authentic journalistic approach and creative voice that include lots of visuals, listicles, and interactive contents. Their vision is to be the voice of Millennials and Gen Z in Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",60226,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2016-05-11,,,,Non-equity Assistance,,,,Seed,,,,,,,2.0,GDP Venture,,1.0,,,Private,,,,,,,,,,,,,"257,571",13.0,,61.0,
Halal Local,https://www.crunchbase.com/organization/local-halal,"Apps, Business Development, Tourism","Bandung, Jawa Barat, Indonesia",A tourist services for Indonesian .,"244,245","Apps, Professional Services, Software, Travel and Tourism",1-10,Seed,"Mahdi Bashroni Rizal, Nurma Larasati",2016-01-01,year,,,,,http://halallocal.com/,,https://www.facebook.com/halalocals/,https://www.linkedin.com/company/halal-local-indonesia,info@halallocal.com,022-20521999,"Halal local provides information and specific data needs almost all tourist destinations in the world to its users.They strive to provide information and services needed for Muslim travelers, ranging from Halal Restaurants to nearby Mosque Sites.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2017-10-19,5000.0,USD,5000.0,Seed,5000.0,USD,5000.0,Seed,5000.0,USD,5000.0,5000.0,USD,5000.0,1.0,,,,,,Private,,,,,,,,,,,,,"257,806",4.0,,,
SolusiHP,https://www.crunchbase.com/organization/solusihp,"Business Information Systems, Guides, Information Services, Mobile, Shopping","Jakarta, Jakarta Raya, Indonesia",SolusiHP - Solusi Cerdas Komunikasi Pintar,"244,661","Commerce and Shopping, Information Technology, Media and Entertainment, Mobile",1-10,,,2009-11-01,day,,,,,http://www.solusihp.com,http://twitter.com/misterhape,http://id-id.facebook.com/pages/wwwsolusihpcom/179555246325,,,+62-21-573 6969,"SolusiHP.com provide comprehensive news and information on mobile devices, market information, IT and technologies trend. It also provides mobile shop information (distributor, online shop, gallery), service center information, buying guide, and download service.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"258,258",2.0,,,
Bank DKI,https://www.crunchbase.com/organization/bank-dki,"Banking, Finance, Financial Services","Juanda, Jawa Timur, Indonesia","Bank DKI is a Commercial Bank that provides loans, financing, and banking services.","244,709","Financial Services, Lending and Investments",1001-5000,,,1961-04-11,day,,,,,https://bankdki.co.id,https://twitter.com/bank_dki,https://www.facebook.com/bank.dki.10,https://www.linkedin.com/company/bank-dki,corsec@bankdki.co.id,021 - 806 55555,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"258,312",14.0,"Engineering, Information Technology",,
Tempo,https://www.crunchbase.com/organization/tempo-2,"News, Public Relations, Social News","Jakarta, Jakarta Raya, Indonesia",Tempo is a media company focused on news around the world and in Indonesia.,"244,814","Content and Publishing, Media and Entertainment, Sales and Marketing",501-1000,,"Goenawan Mohamad, Yusril Djalinus",1995-01-01,year,,,,,http://tempo.co,http://twitter.com/tempodotco,http://www.facebook.com/TempoMedia,https://www.linkedin.com/company/pt-tempo-inti-media-tbk,impresario@tempo.co.id,+62 21 7255624,"Tempo, a renowned news source, delivers comprehensive and timely information to its audience. With a commitment to staying at the forefront of journalism, Tempo offers valuable insights and reporting on a wide range of topics.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"258,424",10.0,Finance,55.0,
Claris,https://www.crunchbase.com/organization/claris-808c,"Consumer Goods, Manufacturing, Plastics and Rubber Manufacturing","Penjaringan, Jakarta Raya, Indonesia",Claris is a seller of homeware plastic products.,"245,222","Consumer Goods, Manufacturing",11-50,,,1996-01-01,year,,,,,https://www.clarishome.com,,https://www.facebook.com/clarishome,https://www.linkedin.com/company/pt.kirana-pacifik-luas-claris-/,,+628119591668,"Claris is a retailer of plastic homewares. They create a tidy and homely layout. Claris houseware goods are now available in the latest design and color options to reflect contemporary living trends. The contact mode of the company is by mail, phone, and physical address.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",14440,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"258,863",11.0,,,
Asia Group Advisors,https://www.crunchbase.com/organization/asia-group-advisors,"Advice, Government, Professional Services, Public Relations, Risk Management","Jakarta, Jakarta Raya, Indonesia","Asia Group Advisors specializes in public affairs, government relations, crisis management, economic analysis, and acquisition services.","245,634","Government and Military, Media and Entertainment, Other, Professional Services, Sales and Marketing",11-50,M&A,Adam Schwarz,2013-01-01,year,2025-04-02,day,,,https://asiagroupadvisors.com/,,https://www.facebook.com/asiagroupadvisors/,https://www.linkedin.com/company/asia-group-advisors/,info@asiagroupadvisors.com,+62-21-527-9078,"Asia Group Advisors specializes in public affairs, government relations, crisis management, economic analysis, and acquisition services.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",179101,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was Acquired,Private,,,,,,,,,,,,,"259,299",13.0,,,
Liquid8,https://www.crunchbase.com/organization/liquid8,"B2B, Logistics, Retail, Wholesale","Depok, Jawa Barat, Indonesia",Liquid8 is a B2B company that provides retail liquidation and delivery management solutions through partnerships with third-party logistics.,"245,990","Commerce and Shopping, Other, Transportation",11-50,Seed,,2022-01-01,year,,,,,https://liquid8.co.id/en/,,https://www.facebook.com/liquid8wholesale,https://www.linkedin.com/company/liquid8id/,admin@liquid8.id,+62 0811 803 157,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2025-01-31,,,,Pre-Seed,,,,Pre-Seed,,,,,,,1.0,SPIL Ventures,1.0,1.0,,,Private,,,,,,,,,,,,,"259,686",11.0,Management,,
Pertamina Patra Niaga,https://www.crunchbase.com/organization/pertamina-patra-niaga,"Energy Efficiency, Energy Management, Logistics, Oil and Gas, Transportation","Jakarta, Jakarta Raya, Indonesia","Pertamina Patra Niaga is an oil and gas firm that focuses on fuel trading, fuel handling, fleet management, and depot management services.","246,192","Energy, Natural Resources, Sustainability, Transportation",501-1000,,,1997-01-01,year,,,,,https://pertaminapatraniaga.com/hsse,https://twitter.com/PatraNiagaRJBT,https://www.facebook.com/patraniagarjbt/,https://www.linkedin.com/company/ptpertaminapatraniaga/about/,info.ppn@pertamina.com,+62 021-520-9009,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",C7-9,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"259,899",11.0,"Operations, Sales",,
LapakTrip,https://www.crunchbase.com/organization/lapaktrip,"Lifestyle, Marketplace, Tourism, Travel","Dki Jakarta, Jakarta Raya, Indonesia",A marketplace that connecting users with local travel planners directly.,"246,469","Commerce and Shopping, Community and Lifestyle, Travel and Tourism",1-10,Seed,Hendry Prianto,2017-11-29,day,,,,none,https://www.lapaktrip.com,,https://web.facebook.com/lapaktrip/,https://www.linkedin.com/company/lapaktrip-teknologi-indonesia/,hello@lapaktrip.com,02129751393,"PT LapakTrip Teknologi Indonesia or LapakTrip provide a safe marketplace platform for local travel agents to showcase their products and services online. We provide options for different categories of travellers to every destination of the world. All you need to do is browse through different locations provided, select your preferred local expert travel agent and book your next trip. You can do all that and more in just a few clicks of a button at the comfort of your home. Our local expert travel agents provide Holiday discounts, tours and more for you to enjoy a fun-filled trip. LapakTrip allows different payment methods like Online debit / credit card payments, bank transfer, credit instalment and more, for a more convenient experience. We also offer travel savings method or we call it as LapakSave for customer to choose their dream holiday destinations and book it by saving their monthly budget into the escrow account. Our system will automatically deduct recurring their CC or saving account every month. We work closely together with highly experienced professionals in the travel industry in providing exceptional quality services for our clients. All you have to do is login to our website and book your next trip. Our local expert travel agents offer different products to suit your travel needs and budget. You can also contact us if you have any questions or queries regarding our services.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12420,Less than $1M,Closed,For Profit,,,,,,,,,,,,,,,,2017-11-29,25000.0,USD,25000.0,Pre-Seed,25000.0,USD,25000.0,Pre-Seed,25000.0,USD,25000.0,25000.0,USD,25000.0,1.0,,,,,,Private,,,,,,,,,,,,,"260,184",5.0,,,
Schoters,https://www.crunchbase.com/organization/schoters,"E-Learning, EdTech, Education","Jakarta, Jakarta Raya, Indonesia",Schoters  is an education company located in Tangerang.,"246,896","Education, Software",51-100,M&A,Radyum Ikono,2018-10-12,day,2022-07-05,day,,,http://schoters.com/,https://twitter.com/schoters_com,https://www.facebook.com/schoters/,https://www.linkedin.com/company/schoters,,,Schoters is an Indonesian ed-tech business that helps Indonesians study abroad.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2021-08-12,,,,Series A,,,,Series A,,,,,,,2.0,"Startup Studio Indonesia, Init 6, EduSpaze",2.0,3.0,,Was Acquired,Private,,,,,,,,,,,,,"260,647",14.0,,27.0,
