Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Facebook,Twitter,Company Type,Actively Hiring,Industry Groups,Number of Employees,Top 5 Investors,Number of Funding Rounds,Funding Status
Nabati Group,https://www.crunchbase.com/organization/nabati-group,,"Food and Beverage, Food Processing, Snack Food","Bandung, Jawa Barat, Indonesia","Nabati Group focuses on FMCG, particularly food and beverages, with products like AMO carbonated soft drinks.","214,147",https://www.nabatigroup.com,,https://www.facebook.com/profile.php?id=100094566653528,https://twitter.com/nabatigroup,For Profit,,Food and Beverage,11-50,,,
Soltius,https://www.crunchbase.com/organization/soltius,,"Cloud Data Services, Cloud Management, Data Management, IT Management, Retail","Jakarta, Jakarta Raya, Indonesia","Soltius is an IT firm that helps in analytics, human capital, cloud services, retail, content, and data management.","214,536",https://www.soltius.co.id/,https://www.linkedin.com/company/soltius/,https://www.facebook.com/SOLTIUSINDONESIA/,https://twitter.com/soltiusindo,For Profit,,"Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Software",251-500,,,
Kioson,https://www.crunchbase.com/organization/kioson,,"E-Commerce, Internet, Internet of Things, Mobile Apps, Online Portals, Software","Jakarta, Jakarta Raya, Indonesia",Kioson is a digital application intended for all Small Stores,"214,583",https://www.kioson.com/,https://www.linkedin.com/company/kiosonindonesia/,https://www.facebook.com/KiosonIndonesia/,,For Profit,,"Apps, Commerce and Shopping, Internet Services, Mobile, Software",101-250,PT Mitra Komunikasi Nusantara Tbk,1,IPO
Comunity Node,https://www.crunchbase.com/organization/comunity-node,,"Blockchain, Cryptocurrency, Web Apps","Surabaya, Jawa Timur, Indonesia",POS Blockchain Validator,"214,813",https://comunitynode.my.id,,,,Non-profit,,"Apps, Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1-10,,1,Seed
Delta138,https://www.crunchbase.com/organization/delta138,,Gaming,"Jakarta Pusat, Jakarta Raya, Indonesia",Delta138 is a gaming service that offers a comprehensive and immersive gaming experience.,"215,523",https://demazia.org,,,,For Profit,,Gaming,51-100,,,
Fintelite,https://www.crunchbase.com/organization/sribuu,,"Apps, Financial Services, FinTech","Jakarta, Jakarta Raya, Indonesia",Fintelite is an AI-powered personal financial advisor that help Indonesians reach their financial dreams.,"216,013",https://fintelite.ai/,https://www.linkedin.com/company/sribuu/,,https://twitter.com/sribuu_id,For Profit,,"Apps, Financial Services, Software",11-50,"Y Combinator, BEENEXT, Hi2 Venture Fund, Endeavor Indonesia",3,Seed
PopIt Snack,https://www.crunchbase.com/organization/popit-snack,,"Agriculture, AgTech, Application Performance Management, Cloud Infrastructure, E-Commerce, Manufacturing","Bandung, Jawa Barat, Indonesia",PopIt Snack is a trademark from PT. Mandiri Tunggal Sejahtera Berkarya as a supplier and manufacturer of packaged food and beverages.,"216,126",https://popitsnack.com/,https://www.linkedin.com/company/popitsnack/,https://www.facebook.com/popItsnack/,https://twitter.com/PopItSnack/,For Profit,,"Agriculture and Farming, Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Manufacturing, Software",11-50,"Telkom Indonesia, Franciscus Zheng, Kementerian Riset, Teknologi, dan Pendidikan Tinggi (Kemenristekdikti)",3,Seed
Kidspace,https://www.crunchbase.com/organization/kidspace-2acd,,"Education, Parenting","Jakarta, Jakarta Raya, Indonesia",An application and website for parents who want to organize their children's leisure time,"216,422",https://www.kidspace.id,https://www.linkedin.com/company/kidspace-indonesia/,https://www.facebook.com/kidspace.id,,For Profit,,"Community and Lifestyle, Education",1-10,,1,Seed
Bank Central Asia,https://www.crunchbase.com/organization/bank-central-asia,,"Banking, Finance, Financial Services, Personal Branding","Jakarta, Jakarta Raya, Indonesia",Bank Central Asia is an Indonesian private bank that provides financial solutions to achieve optimal satisfaction for customers.,"216,849",https://www.bca.co.id/,https://www.linkedin.com/company/pt-bank-central-asia-tbk/,https://www.facebook.com/BankBCA/,https://twitter.com/bankbca,For Profit,,"Financial Services, Lending and Investments, Sales and Marketing",10001+,,,
JD.ID,https://www.crunchbase.com/organization/jd-id,,"E-Commerce, Retail Technology, Shopping","Jakarta, Jakarta Raya, Indonesia","JD.ID provides a reliable, fast, safe to select a range of original quality products at competitive prices.","218,309",https://www.jd.id/,https://www.linkedin.com/company/jd-id,https://www.facebook.com/jdid,https://www.twitter.com/jdid,For Profit,,"Commerce and Shopping, Hardware, Software",1001-5000,Gojek,1,
Nadi,https://www.crunchbase.com/organization/nadipos,,"Point of Sale, Restaurants, Software","Jakarta, Jakarta Raya, Indonesia",NadiPos is a point of sales system software.,"218,489",https://www.nadipos.com/,https://www.linkedin.com/company/nadipos,https://www.facebook.com/nadisystem,https://twitter.com/nadisystem,For Profit,,"Commerce and Shopping, Food and Beverage, Software",11-50,Google Launchpad Accelerator,1,
Plomo,https://www.crunchbase.com/organization/plomo,,"App Marketing, Local, Location Based Services","Jakarta, Jakarta Raya, Indonesia",Plomo is mobile app the offers users access for 1 complimentary drink a day at top bars and restaurants.,"218,548",http://www.getplomo.com,,https://www.facebook.com/getplomo,,For Profit,,"Data and Analytics, Internet Services, Navigation and Mapping, Sales and Marketing",,GnB Accelerator,2,Seed
Bird House - Wanderlust Sanctuary,https://www.crunchbase.com/organization/bird-house-wanderlust-sanctuary,,"Recreation, Restaurants, Tourism","Wates, Yogyakarta, Indonesia","Bird House - A sanctuary made by cafe experts, aiming to enhance the lives of locals while seeking $45,000 to create a unique ecosystem.","218,958",,,,,For Profit,,"Food and Beverage, Sports, Travel and Tourism",1-10,,1,Seed
SATU Dental,https://www.crunchbase.com/organization/satu-dental-clinic,,"Dental, Health Care","Jakarta, Jakarta Raya, Indonesia",Satu Dental provides access to affordable and high-quality dental treatments,"219,139",https://www.satudental.com/,https://www.linkedin.com/company/satudental,https://www.facebook.com/satudental,https://twitter.com/kedoktergigi,For Profit,,Health Care,11-50,Alpha JWC Ventures,1,Seed
Helo4D Official,https://www.crunchbase.com/organization/helo4d-official,,Advertising,"Dki Jakarta, Jakarta Raya, Indonesia",Websites,"219,336",https://heylink.me/HELO4DREGISTER/,,https://web.facebook.com/helo4drtp/,https://twitter.com/Helo4D_Ofc,For Profit,,"Advertising, Sales and Marketing",11-50,,,
Tripvisto,https://www.crunchbase.com/organization/tripvisto,,"Adventure Travel, Tourism, Travel","Jakarta, Jakarta Raya, Indonesia",Tripvisto.com is a provider of tour packages,"219,986",http://www.tripvisto.com,https://www.linkedin.com/company/tripvisto,http://www.facebook.com/tripvisto,http://twitter.com/tripvisto,For Profit,,Travel and Tourism,11-50,"East Ventures, Gobi Partners",2,Early Stage Venture
AMODA,https://www.crunchbase.com/organization/amoda,,"Construction, Real Estate","Jakarta, Jakarta Raya, Indonesia","AMODA revolutionizes the conventional process of development and construction, allowing it to be faster, better, and more transparent.","220,099",http://amoda.id,https://www.linkedin.com/company/amoda-modular/,https://web.facebook.com/Amoda.id,,For Profit,,Real Estate,11-50,"East Ventures, Endeavor Indonesia, Startup Studio Indonesia, Living Lab Ventures, Aksara Ventures",4,Seed
Prosa.ai,https://www.crunchbase.com/organization/prosa-ai,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, Software","Bandung, Jawa Barat, Indonesia",Prosa.ai provides an integrated artificial intelligence solutions for natural language processing.,"220,572",https://www.prosa.ai,https://www.linkedin.com/company/prosa-ai/,https://www.facebook.com/prosaai/,https://twitter.com/prosa_ai?lang=en,For Profit,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",51-100,GDP Venture,2,Early Stage Venture
SolusiHP,https://www.crunchbase.com/organization/solusihp,,"Business Information Systems, Guides, Information Services, Mobile, Shopping","Jakarta, Jakarta Raya, Indonesia",SolusiHP - Solusi Cerdas Komunikasi Pintar,"220,713",http://www.solusihp.com,,http://id-id.facebook.com/pages/wwwsolusihpcom/179555246325,http://twitter.com/misterhape,For Profit,,"Commerce and Shopping, Information Technology, Media and Entertainment, Mobile",1-10,,,
Properin Group,https://www.crunchbase.com/organization/properin,,"Information Technology, Property Management, Real Estate Investment","Dki Jakarta, Jakarta Raya, Indonesia",Properin is a property investment company that creates a property investment platform.,"221,078",http://www.properin.com,https://www.linkedin.com/company/properin/,,,For Profit,,"Financial Services, Information Technology, Real Estate",1-10,Oxdream Group,2,M&A
PrimaKu,https://www.crunchbase.com/organization/primaku,,Health Care,"Jakarta, Jakarta Raya, Indonesia",PrimaKu is an app that provides a pediatric health monitoring system for children.,"221,808",https://www.primaku.com/,https://www.linkedin.com/company/primaku,,,For Profit,,Health Care,11-50,"AppWorks, Northstar Group, BRI Ventures, Alto Partners, BIG Ventures",2,Seed
MobilKamu,https://www.crunchbase.com/organization/mobilkamu,,"Automotive, Manufacturing, Mobile, Retail","Setiabudi, Jakarta Raya, Indonesia",MobilKamu is an end-to-end solution for car buyers in Jakarta which combines technology with first-class customer service.,"222,403",http://mobilkamu.com/,https://www.linkedin.com/company/6594537,https://www.facebook.com/mobilkamuindonesia,https://x.com/mobilkamu,For Profit,,"Commerce and Shopping, Manufacturing, Mobile, Transportation",51-100,"Genesia Ventures, East Ventures, Melbourne Accelerator Program, Denali Venture Partners",3,Early Stage Venture
PT PAL Indonesia,https://www.crunchbase.com/organization/pt-pal-indonesia,,"Government, Manufacturing, Marine Technology","Surabaya, Jawa Timur, Indonesia","PT PAL Indonesia is a marine technology company that designs, develops, repairs, and maintains ships and submarines.","222,645",https://www.pal.co.id/,https://www.linkedin.com/company/pt-pal-indonesia/,,https://twitter.com/ptpal_indonesia,Non-profit,,"Government and Military, Manufacturing, Science and Engineering",1001-5000,,,
Macroscope Berdikari Nusantara,https://www.crunchbase.com/organization/macroscope-berdikari-nusantara,,"Fashion, Laundry and Dry-cleaning","Malang, Jawa Timur, Indonesia","PT Macroscope Berdikari Nusantara is an apparel business that operates under two brands, namely Macroscope and Leapitup.","223,156",https://macroscope.id/,https://id.linkedin.com/company/macroscope-indonesia,,,For Profit,,"Clothing and Apparel, Design",11-50,,1,Seed
Nusantera,https://www.crunchbase.com/organization/nusantera,,"Apps, Electronics, Information Technology, Internet of Things, Software, Web Development","Yogyakarta, Yogyakarta, Indonesia",Nusantera develops IoT based technology for businesses and industries.,"223,855",https://www.nusantera.com,https://www.linkedin.com/company/nusantera,,,For Profit,,"Apps, Consumer Electronics, Hardware, Information Technology, Internet Services, Software",11-50,,1,
My Fans,https://www.crunchbase.com/organization/my-fans-ecfd,,"Apps, E-Commerce, Information Technology, Internet, Mining, Software","Serang, Banten, Indonesia","is engaged in the business of apps, transportation services based on applications online,Logistics, Payments.","223,887",https://www.crowdfunder.com/user/211692#companies,https://www.linkedin.com/in/my-fans-61542b175/,,,For Profit,,"Apps, Commerce and Shopping, Information Technology, Internet Services, Natural Resources, Software",1-10,Dedi Supriadi,2,Early Stage Venture
FamilyTime,https://www.crunchbase.com/organization/familytime-io,,"Children, Internet, Parenting","Japan, Jawa Tengah, Indonesia",FamilyTime offers parental control tools for children's digital safety.,"224,098",http://familytime.io,,https://www.facebook.com/FamilyTimeApp,https://twitter.com/FamilyTime_App,For Profit,,"Community and Lifestyle, Internet Services",51-100,,1,Private Equity
Zhonghua PV,https://www.crunchbase.com/organization/zhonghua-pv,,,"Jakarta, Jakarta Raya, Indonesia",Zhonghua PV 1st Chinese Cloud Kitchen.,"224,199",https://www.zhonghuapavilion.com,,https://www.facebook.com/profile.php?id=100063746155850,,For Profit,,,11-50,,1,Seed
GoPay,https://www.crunchbase.com/organization/gopay-b745,,"Financial Services, Online Portals, Payments","Kebayoran Baru, Jakarta Raya, Indonesia",GoPay is an all-in-one digital wallet that enables sending and receiving money quicker and simpler.,"224,533",https://gopay.co.id/,https://www.linkedin.com/company/go_pay/,https://www.facebook.com/gopayindonesia,https://twitter.com/gopayindonesia,For Profit,,"Financial Services, Internet Services, Payments",251-500,,,
Gio Group Indonesia,https://www.crunchbase.com/organization/gio-group-indonesia,,"Consumer Goods, E-Commerce, Furniture, Interior Design","Jakarta, Jakarta Raya, Indonesia",Gio Group Indonesia is a furniture retail start up that customizes product.,"224,724",,https://www.linkedin.com/company/gio-group-indonesia,,,For Profit,,"Commerce and Shopping, Consumer Goods, Design, Real Estate",1-10,,1,Seed
Edukita,https://www.crunchbase.com/organization/edukita,,"E-Learning, EdTech, Education","Jakarta, Jakarta Raya, Indonesia",Edukita provides an online platform to deliver an effective English teaching experience.,"225,056",https://www.edukita.com/,https://www.linkedin.com/company/edukitalive/,https://www.facebook.com/EdukitaLIVE/,,For Profit,,"Education, Software",11-50,"500 Global, Open Campus, W ventures, 500 Southeast Asia, Mulia Sky Capital",3,Seed
Bank Syariah Indonesia,https://www.crunchbase.com/organization/pt-bank-syariah-indonesia,,"Banking, Financial Services","Jakarta Pusat, Jakarta Raya, Indonesia","Bank Syariah Indonesia provides financial services, insurance and lending services.","225,313",http://www.bankbsi.co.id,https://www.linkedin.com/company/bank-syariah-indonesia,https://m.facebook.com/bankBSI.ID,https://twitter.com/bankbsi_id,For Profit,,"Financial Services, Lending and Investments",10001+,,,IPO
Etana,https://www.crunchbase.com/organization/etana,,"Biopharma, Biotechnology, Health Care, Medical, Oncology, Pharmaceutical","Jakarta, Jakarta Raya, Indonesia",Etana is focused on the production and sales of biopharmaceuticals for oncology and life-threatening diseases.,"225,937",https://www.id.etanabiotech.com/,https://www.linkedin.com/company/pt-etana-biotechnologies-indonesia/,,,For Profit,,"Biotechnology, Health Care, Science and Engineering",501-1000,"Highlight Capital, East Ventures, YF Capital, KFW DEG",2,Early Stage Venture
Teman Usaha,https://www.crunchbase.com/organization/teman-usaha,,"Finance, Financial Services, FinTech, Mobile, Mobile Apps","Jakarta, Jakarta Raya, Indonesia",Teman Usaha is a micro-financing application that connects lenders in Indonesia with high quality loan applicants.,"226,374",http://temanusaha.com/,,,,For Profit,,"Apps, Financial Services, Mobile, Software",1-10,"muru-D, RCL Accelerator",1,Seed
Tentor,https://www.crunchbase.com/organization/tentor,,"E-Learning, Primary Education, Secondary Education","Bandung, Jawa Barat, Indonesia",Tentor is a primary education institution located in Bandung.,"226,448",http://tentor.co.id/,https://www.linkedin.com/company/tentor/,,,For Profit,,"Education, Software",101-250,,,
Bootstrapmade,https://www.crunchbase.com/organization/bootstrapmade,,"E-Commerce, Marketplace, Web Design","Tangerang, Jawa Barat, Indonesia",Twitter bootstrap themes marketplace,"226,574",http://bootstrapmade.com,,http://www.facebook.com/bootstrapmade,http://twitter.com/bootstrapmade,For Profit,,"Commerce and Shopping, Design",1-10,,,
Yukjual,https://www.crunchbase.com/organization/yukjual,,"Agriculture, E-Commerce, Marketplace","Bandar Lampung, Lampung, Indonesia",#1 Community-Marketplace in Indonesia,"226,671",https://yukjual.com/,https://www.linkedin.com/company/yukjual,https://www.facebook.com/yukjualofficial/,,For Profit,,"Agriculture and Farming, Commerce and Shopping",1-10,,1,Seed
The Ascott,https://www.crunchbase.com/organization/the-ascott-e819,,"Hospitality, Resorts","Jakarta, Jakarta Raya, Indonesia","The Ascott provides an opportunity in space planning, architecture, engineering, and interior design, and can analyze design concepts.","226,784",https://www.discoverasr.com/,https://www.linkedin.com/company/the-ascott-limited/,https://www.facebook.com/discoverasr/,https://www.twitter.com/DiscoverASR,For Profit,,Travel and Tourism,5001-10000,,,
Nebeng.com,https://www.crunchbase.com/organization/nebeng-com,,"Internet, Web Apps","Jakarta, Jakarta Raya, Indonesia",Nebeng.com is a web apps company located in Jakarta.,"226,846",http://nebeng.com/,https://www.linkedin.com/company/mitra-utama,https://www.facebook.com/pg/wwwnebengcom/,,For Profit,,"Apps, Internet Services, Software",,,,
Horego,https://www.crunchbase.com/organization/horego,,Information Technology,"Jakarta, Jakarta Raya, Indonesia",Indonesia's #1 Food Discovery App,"227,407",https://www.horego.com,https://www.linkedin.com/company/horego-com,,,For Profit,,Information Technology,51-100,,,
Rintisan,https://www.crunchbase.com/organization/rintisan,,"Business Development, Financial Services, Franchise, Marketplace","Jakarta, Jakarta Raya, Indonesia","Rintisan is Indonesia's largest marketplace for business opportunities, licensing, and supply chain solutions","227,695",https://rintisan.co.id,https://www.linkedin.com/company/rintisan,https://www.facebook.com/rintisan.waralaba,,For Profit,,"Commerce and Shopping, Financial Services, Other, Professional Services",11-50,Indigo by Telkom Indonesia,1,
Frappio,https://www.crunchbase.com/organization/frappio,,"Apps, Incubators, Information Technology, Mobile Apps, Professional Services, Social Media, Software, Venture Capital","Semaran, Jawa Tengah, Indonesia","Website, Application, Software, Information Technology","227,701",https://frappio.biz,https://www.linkedin.com/company/frappio,https://www.facebook.com/frappio,,For Profit,,"Apps, Financial Services, Information Technology, Internet Services, Lending and Investments, Media and Entertainment, Mobile, Other, Software",51-100,,1,
Amity Asia Agency,https://www.crunchbase.com/organization/amity-asia-agency,,"Concerts, Events, Music","Jakarta, Jakarta Raya, Indonesia","Amity Asia Agency is a booking agency, representing acclaimed figures in the very new and emerging area of entertainment.","227,926",http://www.amityasia.com/,https://www.linkedin.com/company/18234637/,https://www.facebook.com/amityasia/,https://www.twitter.com/amityasia,For Profit,,"Events, Media and Entertainment, Music and Audio",1-10,,1,Seed
Musi,https://www.crunchbase.com/organization/musi,,Music,"Jakarta, Jakarta Raya, Indonesia",Musi is an app for iPhone that allows you to stream any YouTube or SoundCloud song for free.,"228,172",http://feelthemusi.com,https://www.linkedin.com/company/musi-inc-,,https://twitter.com/feelthemusi,For Profit,,"Media and Entertainment, Music and Audio",1-10,,,
Largo.ID,https://www.crunchbase.com/organization/largo-id,,"Consulting, Software, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia","Supply Chain Tech, Warehouse Management System, Enterprise App","228,298",https://largo.id/investor/,https://www.linkedin.com/company/largo-id/,,,For Profit,,"Professional Services, Software, Transportation",11-50,,1,Seed
Pupuk Indonesia,https://www.crunchbase.com/organization/pupuk-indonesia,,"Agriculture, Chemical, Manufacturing","Jakarta, Jakarta Raya, Indonesia","Pupuk Indonesia manufactures, and distributes urea fertilizer products along with product coloring services for agricultural industries.","228,335",https://www.pupuk-indonesia.com/,https://www.linkedin.com/company/pt-pupuk-indonesia-holding-company/,https://www.facebook.com/Pupuk.Indonesia/,https://mobile.twitter.com/pupuk_indonesia,For Profit,,"Agriculture and Farming, Manufacturing, Science and Engineering",10001+,,,
Tjufoo,https://www.crunchbase.com/organization/tjufoo,,"Consumer, Retail","Jakarta, Jakarta Raya, Indonesia",Tjufoo creates a community of like-minded entrepreneurs.,"228,438",https://www.tjufoo.com,https://www.linkedin.com/company/tjufoo,,,For Profit,,"Commerce and Shopping, Other",101-250,"TNB Aura, Venturra, Mulia Sky Capital",1,Seed
Untukmu.AI,https://www.crunchbase.com/organization/untukmu-ai,,"Artificial Intelligence (AI), Gift, Gift Card","Jakarta, Jakarta Raya, Indonesia",Untukmu AI utilizes AI functions to assist corporations and individuals in finding personalized gifts.,"228,656",https://www.untukmu.ai,https://www.linkedin.com/company/untukmu-ai,,https://twitter.com/untukmuai,For Profit,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Science and Engineering, Software",11-50,1982 Ventures,1,Seed
Earth Oblivion,https://www.crunchbase.com/organization/chronofi,,"Blockchain, Gaming","Surakarta, Jawa Tengah, Indonesia",EARTH OBLIVION ( Previously CHRONOFi ) is a Play-to-Earn Sci-Fi Action MMORPG,"228,732",https://earthoblivion.io,https://www.linkedin.com/company/earthoblivion/,,https://twitter.com/earthoblivion_,For Profit,,"Blockchain and Cryptocurrency, Gaming, Other",11-50,,1,Seed
Midtrans,https://www.crunchbase.com/organization/veritrans,,"E-Commerce, FinTech, Payments, Risk Management","Jakarta, Jakarta Raya, Indonesia",Midtrans empowers eCommerce through technology.,"229,075",https://midtrans.com/,https://www.linkedin.com/company/midtrans,https://www.facebook.com/Midtranscom/,https://twitter.com/Midtrans_com,For Profit,,"Commerce and Shopping, Financial Services, Payments, Professional Services",51-100,,,M&A
Evoware,https://www.crunchbase.com/organization/evoware,,,"Jakarta, Jakarta Raya, Indonesia","Seaweed-Based Packaging - Packaging that's edible, nutritious, customizable and biodegradable.","229,339",http://www.evoware.id/,,,,For Profit,,,11-50,Ango Ventures,1,Seed
Nightspade,https://www.crunchbase.com/organization/nightspade,,Mobile,"Bandung, Jawa Barat, Indonesia",Nightspade is a Game Studio. We aspire to deliver happiness to people through games & will continue to do so for the centuries to come.,"229,657",http://www.nightspade.com,https://www.linkedin.com/company/nightspade,http://www.facebook.com/nightspade,http://twitter.com/thenightspade,For Profit,,Mobile,11-50,GameFounders,1,Seed
Radius App,https://www.crunchbase.com/organization/radius-app-b0ee,,"Apps, Internet, Lifestyle","Bali, Jawa Barat, Indonesia",Mobile App - travel and lifestyle experiences all located within your radius.,"229,790",https://www.radius-app.com,https://www.linkedin.com/company/radius-groups/,https://www.facebook.com/radiusgroups/,,For Profit,,"Apps, Community and Lifestyle, Internet Services, Software",1-10,,1,Seed
Tado,https://www.crunchbase.com/organization/tado-b7d7,,,"Permata, Jakarta Raya, Indonesia",Tado is an interactive content platform that helps user to be part of the story.,"230,127",https://www.tadotv.com/,https://www.linkedin.com/company/tado-tv/about/,https://www.facebook.com/Hello.TADOTV,,For Profit,,,11-50,"Insignia Ventures Partners, Merah Putih, Prasetia Dwidharma, EverHaüs, UMG IdeaLab",1,Seed
Mucho Indonesia,https://www.crunchbase.com/organization/mucho-indonesia,,E-Commerce,"Jakarta, Jakarta Raya, Indonesia",Mucho Indonesia is the #1 Social Commerce in Indonesia.,"230,771",https://mucho.asia,https://www.linkedin.com/company/muchoindonesia/,,,For Profit,,Commerce and Shopping,51-100,Qiming Venture Partners,1,Seed
Saturdays,https://www.crunchbase.com/organization/saturdays,,"Eyewear, Manufacturing","Kuningan, Jakarta Raya, Indonesia",Saturdays are an innovative eyewear manufacturer that combines style and comfort.,"231,011",https://saturdays.com/,https://www.linkedin.com/company/saturdays-id/,,,For Profit,,"Consumer Goods, Manufacturing",251-500,"Alpha JWC Ventures, DSG Consumer Partners, Altara Ventures, Kinesys Group, Alto Partners",4,Early Stage Venture
Oto,https://www.crunchbase.com/organization/carbay-indonesia,,"Automotive, E-Commerce","Jakarta, Jakarta Raya, Indonesia",CarBay is now Oto.com in Indonesia. Oto.com is Indonesia's new cars research platform.,"231,144",https://www.oto.com,https://www.linkedin.com/company/oto.com/,https://www.facebook.com/TheOfficialOto/,https://twitter.com/TheOfficialOto,For Profit,,"Commerce and Shopping, Transportation",501-1000,,,
Collabolancer,https://www.crunchbase.com/organization/collabolancer,,"Blockchain, Cryptocurrency, Freelance, Marketplace, Outsourcing, Project Management","Jakarta Pusat, Jakarta Raya, Indonesia","Collabolancer is a Blockchain-based freelancer marketplace that more profitable, trustworthy, and collaborative.","231,687",https://collabolancer.com,https://www.linkedin.com/company/collabolancer,https://www.facebook.com/collabolancer,https://twitter.com/collabolancer,For Profit,,"Administrative Services, Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Other, Payments, Professional Services, Software",1-10,,1,
LapakTrip,https://www.crunchbase.com/organization/lapaktrip,,"Lifestyle, Marketplace, Tourism, Travel","Dki Jakarta, Jakarta Raya, Indonesia",A marketplace that connecting users with local travel planners directly.,"231,836",https://www.lapaktrip.com,https://www.linkedin.com/company/lapaktrip-teknologi-indonesia/,https://web.facebook.com/lapaktrip/,,For Profit,,"Commerce and Shopping, Community and Lifestyle, Travel and Tourism",1-10,,1,Seed
UniPin,https://www.crunchbase.com/organization/unipin,,"Gaming, Payments","Tangerang, Jawa Barat, Indonesia",UniPin is a payment service provider (PSP) specializing in online games and digital products.,"232,100",https://www.unipin.com/,,https://www.facebook.com/VoucherUniPin,,For Profit,,"Financial Services, Gaming, Payments",101-250,,,
IDN Times,https://www.crunchbase.com/organization/idn-times,,"Media and Entertainment, News, Social","Surabaya, Jawa Timur, Indonesia",IDN Times is a multi-platform news and entertainment media company for Millennials and Gen Z in Indonesia.,"232,286",https://www.idntimes.com,https://www.linkedin.com/company/indonesian-times,https://www.facebook.com/pg/IDNTimesCommunity,https://twitter.com/IDNtimes,For Profit,,"Community and Lifestyle, Content and Publishing, Media and Entertainment",501-1000,GDP Venture,2,Seed
Bulog,https://www.crunchbase.com/organization/bulog,,"Food and Beverage, Logistics, Supply Chain Management, Warehousing","Jakarta, Jakarta Raya, Indonesia","Bulog is a state-owned food logistics firm that offers services like logistics, warehousing, pest control, food commodity trading, and more.","232,320",http://www.bulog.co.id/,https://www.linkedin.com/company/perum-bulog/,https://www.facebook.com/bulogperum,https://twitter.com/PerumBULOG,For Profit,,"Food and Beverage, Transportation",1001-5000,,,
Hellobill,https://www.crunchbase.com/organization/hellobill,,"Accounting, Software","Jakarta, Jakarta Raya, Indonesia",Hellobill is a software that automatically downloads online PDF bills for your accountant.,"232,548",http://hellobill.io/,https://www.linkedin.com/company/hellobill/,,,For Profit,,"Financial Services, Professional Services, Software",1-10,Y Combinator,1,Seed
Feedloop,https://www.crunchbase.com/organization/feedloop,,Digital Media,"Dki Jakarta, Jakarta Raya, Indonesia",Feedloop provides a low-code development platform for automating business operations and scaling up customer engagement for users.,"232,665",https://www.feedloop.ai,https://www.linkedin.com/company/feedloopio/,,,For Profit,,Media and Entertainment,101-250,"East Ventures, Telkomsel Mitra Inovasi, Endeavor Indonesia, Startup Studio Indonesia, Aksara Ventures",4,Early Stage Venture
Selancar Media,https://www.crunchbase.com/organization/selancar-media,,"Advertising, Digital Media, Music, News, Non Profit, Politics, Social Media, Sports","Bandung, Jawa Barat, Indonesia","Selancar is a media company for young people. From arts, music, politic, sports, culture, business and lifestyle.","233,368",https://selancar.id/,https://www.linkedin.com/company/selancar-media-indonesia/,,,For Profit,,"Advertising, Content and Publishing, Government and Military, Internet Services, Media and Entertainment, Music and Audio, Other, Sales and Marketing, Social Impact, Sports",1-10,,1,Seed
PT NFC Indonesia,https://www.crunchbase.com/organization/pt-nfc-indonesia,,"Digital Marketing, Market Research","Jakarta, Jakarta Raya, Indonesia",PT NFC Indonesia is a  Digital Exchange Hub Company.,"233,568",http://ptnfc.com/,https://www.linkedin.com/company/nfcindonesia,,,For Profit,,"Data and Analytics, Design, Sales and Marketing",101-250,,,IPO
Airpaz,https://www.crunchbase.com/organization/airpaz,,"Hospitality, Ticketing, Travel","Jakarta, Jakarta Raya, Indonesia","Airpaz is a travel company that specializes in online air ticket, reservation, and hospitality booking services.","234,128",http://www.airpaz.com/,https://www.linkedin.com/company/airpaz-com,https://www.facebook.com/AirpazGlobal/,https://twitter.com/airpaz,For Profit,,"Events, Media and Entertainment, Travel and Tourism",101-250,,,
Versinema,https://www.crunchbase.com/organization/versinema,,"Content, Content Creators, Music, Video","Denpasar, Bali, Indonesia",Versinema.com allows creators to sell access to their video contents directly to audiences,"234,195",http://www.versinema.com,https://www.linkedin.com/company/versinema,https://www.facebook.com/versinema,,For Profit,,"Media and Entertainment, Music and Audio, Video",11-50,,1,Seed
Insurance Media News,https://www.crunchbase.com/organization/insurance-media-news,,"Insurance, Lifestyle, News","Kuningan, Jakarta Raya, Indonesia",Insurance Media News is an insurance lifestyle company located in Kuningan.,"234,408",http://insurancemedianews.com/,,,,For Profit,,"Community and Lifestyle, Content and Publishing, Financial Services, Media and Entertainment",,,,
Transfez,https://www.crunchbase.com/organization/transfez,,"Financial Services, FinTech, Mobile Payments","Jakarta, Jakarta Raya, Indonesia",Transfez is a cross-border money transfer service.,"234,521",https://www.transfez.com/,https://www.linkedin.com/company/transfez/,https://www.facebook.com/Transfez.id/,https://x.com/transfez?lang=en,For Profit,,"Financial Services, Mobile, Payments, Software",11-50,"Y Combinator, East Ventures, BEENEXT, Unpopular Ventures",2,Seed
